id,name,formatted_address,lat,lng,types,rating,user_rating_count,price_level
ChIJ_-mzBeVO0xQROSXkcOmBh8U,SVEO Business Hotel,"Anıttepe, Gazi Mustafa Kemal Blv. No:139, 06570 Çankaya/Ankara, Türkiye",39.9333982,32.840017,"[""hotel"", ""lodging"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",4.7,1563.0,
ChIJlY9PDpZO0xQRn8J_Fty1AzI,CPAnkara Hotel,"Gazi, Mevlana Blv. No:2 D:F, 06560 Yenimahalle/Ankara, Türkiye",39.9514394,32.8326803,"[""hotel"", ""fitness_center"", ""gym"", ""health"", ""lodging"", ""restaurant"", ""sports_activity_location"", ""point_of_interest"", ""food"", ""establishment""]",4.4,4399.0,
ChIJDRo7gqJP0xQRL8LBMjFTDbI,Ankara HiltonSA,"Kavaklıdere, Tahran Cd. No:12, 06700 Çankaya/Ankara, Türkiye",39.9019688,32.8638103,"[""hotel"", ""banquet_hall"", ""business_center"", ""wedding_venue"", ""lodging"", ""event_venue"", ""point_of_interest"", ""service"", ""establishment""]",4.6,6658,
ChIJZccr_ZdP0xQRcbW3pxG7-sM,Sheraton Ankara Hotel & Convention Center,"Gaziosmanpaşa, Şht. Ömer Haluk Sipahioğlu Sk. Kavaklıdere, 06700 Çankaya/Ankara, Türkiye",39.8998869,32.864447399999996,"[""hotel"", ""wedding_venue"", ""lodging"", ""event_venue"", ""point_of_interest"", ""service"", ""establishment""]",4.5,5613,
ChIJo_hfm7JI0xQR5ruP-qkeQt8,JW Marriott Hotel Ankara,"Kizilirmak Mah, Söğütözü, Muhsin Yazıcıoğlu Cd. No: 1, 06520 Çankaya/Ankara, Türkiye",39.9095966,32.8066268,"[""hotel"", ""wedding_venue"", ""lodging"", ""service"", ""event_venue"", ""point_of_interest"", ""establishment""]",4.6,5314,
ChIJu9BKTFVG0xQRp54vzhKp_Ew,Bilkent Otel ve Konferans Merkezi,"Üniversiteler, İhsan Doğramacı Blv No:6, 06800 Çankaya/Ankara, Türkiye",39.8749847,32.7630996,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.3,3548,
ChIJC2ElWKJP0xQR0pI5t7itFEs,Occidental Ankara,"Güniz Sokak, Kavaklıdere, Barbaros No:42, 06700 Çankaya/Ankara, Türkiye",39.9025634,32.8618922,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.8,1838,
ChIJh0FtvJdP0xQR-y01crBR3JY,Limak Ambassadore Hotel,"Gaziosmanpaşa, Boğaz Sk. No:19, 06700 Çankaya/Ankara, Türkiye",39.899427599999996,32.8658905,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.3,1642,
ChIJ9yar-1tO0xQRmte7QU1pb9g,Ankara Alegria Business Hotel,"Mehmet Akif Ersoy, 286. Sk. No:3, 06200 Yenimahalle/Ankara, Türkiye",39.9638748,32.771395999999996,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.4,1467,
ChIJnapzMHRJ0xQRG6GA1accC_U,Gimat Otel,"Mehmet Akif Ersoy, Bağdat Cd. No:91, 06374 Yenimahalle/Ankara, Türkiye",39.960780899999996,32.7706504,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",3.6,1243,
ChIJffjWKOVP0xQR0LNuspe3Ces,INN HOUSE LOFT SPA,"Kırkkonaklar, 381. Sk. No:9, 06610 Çankaya/Ankara, Türkiye",39.883277799999995,32.8897857,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.2,1090,
ChIJGY0-rJVP0xQRJ7-Kh_LEQQs,Mimi Hotel Ankara,"Kazım Özalp Mah, Gaziosmanpaşa, Kuleli Sokağı No:51, 06700 Çankaya/Ankara, Türkiye",39.895413,32.872884899999995,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.3,1048,
ChIJp-DLuQYz0xQRuwIkwN2jc-E,TAI Misafirhane,"Ortabereket, 06946 Kahramankazan/Ankara, Türkiye",40.0829005,32.588952299999995,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.6,854,
ChIJ6b1FKzhI0xQRiYRDWv8vNiA,No 19 Boutique Hotel,"Birlik, 457. Sk. No:19, 06680 Çankaya/Ankara, Türkiye",39.8772112,32.8776395,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.1,769,
ChIJh9A2zrBL0xQRCgdWrL_ZgnE,Uygulama Oteli Ankara Yenimahalle,"İvedikköy, Anadolu Blv, 06378 Yenimahalle/Ankara, Türkiye",40.006792499999996,32.7724866,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4,215,
ChIJ40scwHxF0xQRpAFAI3hrflA,MSB LOJMANLARI,"Dumlupınar, 06450 Çankaya/Ankara, Türkiye",39.8479272,32.847778399999996,"[""lodging"", ""point_of_interest"", ""establishment""]",4.2,164,
ChIJncIYDPxJ0xQRrzNRUf9YC8E,Atakent 2. Etap Batıkent Ankara,"Turgut Özal Mahallesi, Batıkent, 2264 T Cadde No:1, 06378 Yenimahalle/Ankara, Türkiye",39.9933072,32.7238371,"[""apartment_complex"", ""community_center"", ""wellness_center"", ""gym"", ""sports_school"", ""hotel"", ""lodging"", ""sports_complex"", ""event_venue"", ""sports_activity_location"", ""service"", ""health"", ""point_of_interest"", ""establishment""]",4.2,163,
ChIJSTbMLbdb0xQR6JClr7sIM7I,zirvekent toki liderkent konutları,"zirvekent maallesi, Zirvekent, Osmanlı Cd, 06270 Mamak/Ankara, Türkiye",39.8495454,32.9636863,"[""lodging"", ""point_of_interest"", ""establishment""]",3.4,136,
ChIJR7SAQn5D0xQRYTW869Qig68,Eymir Pansiyon Gölbaşı,"Eymir, 392. Sok, 06830 Gölbaşı/Ankara, Türkiye",39.7918373,32.830808999999995,"[""hotel"", ""lodging"", ""point_of_interest"", ""establishment""]",4.6,109,
